File_Name,File_Description,Standard,Date_Start,Date_End,Missing_Value_Codes,File_Path
v3_CM_DO_INC.csv,"Time series dissolved oxygen data used to calculate respiration rates for data and sample names that have ""CM"" at the beginning. The detection limit for the Fibox 3 is 0.015 milligrams per liter and the precision is 0.04 milligrams per liter.",ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sample_Data/RespirationRateCalculation_R_Code_and_Plots
v3_CM_SSS_Sediment_Incubations_DO_vs_Incubation_Time_Plots.pdf,Plots of time series dissolved oxygen data and incubation time.,N/A,-9999,-9999,N/A,/v5_CM_SSS_Data_Package/Sample_Data/RespirationRateCalculation_R_Code_and_Plots
CM_SSS_Installation_Methods.csv,Description of methods associated with installation/deployment of sensors. Required by Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format for Hydrologic Monitoring (Goldman et al. 2021).,ESS-DIVE Reporting Format for Hydrologic Monitoring Data and Metadata (Goldman et al. 2021); ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),-9999,-9999,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sensor_Data
v4_CM_SSS_Water_DO_Temp_Summary.csv,"Summary statistics (e.g. mean; standard deviation) for miniDOT data (dissolved oxygen and temperature). This data is used by the machine learning model. This file was previously called ""CM_SSS_miniDOT_DO_Temp_Summary.csv"".",ESS-DIVE Reporting Format for Hydrologic Monitoring Data and Metadata (Goldman et al. 2021); ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sensor_Data
*_DO_Temp.csv,Time series data (temperature; dissolved oxygen) collected using miniDOT sensor for each sampling event. The asterisk * refers to the version number and Parent_ID (e.g. CM_005).,ESS-DIVE Reporting Format for Hydrologic Monitoring Data and Metadata (Goldman et al. 2021); ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021), 2022-04-18, 2023-10-10,"""N/A""; ""-9999""; """"; ""NA"" ",/v5_CM_SSS_Data_Package/Sensor_Data/CM_SSS_miniDOT_Data_and_Plots
v4_CM_SSS_miniDOT_Plots.pdf,Time series plots of data from miniDOT sensor for each sampling event.,N/A, 2022-04-18, 2023-10-10,N/A,/v5_CM_SSS_Data_Package/Sensor_Data/CM_SSS_miniDOT_Data_and_Plots
*.d,"Raw FTICR-MS unprocessed instrument files. The asterisk * indicates the sample name; followed by a hyphen and the replicate indicator (1; 2; or 3); followed by the ion accumulation time (IAT). A ""p"" in the IAT indicates ""point"" (e.g., 2p5 = 2.5; p01 = 0.01). Each sample has three replicates. During solid phase extraction (SPE), FTICR-MS samples were diluted to achieve a  standard NPOC concentration of 1.5 milligrams carbon per liter. For theses sediment samples (labeled with “SED” in the sample name), the sediment NPOC values were used for this calculation (labeled with “SED” in the sample name). For example, CM_001_SED-1 NPOC values were used to determine the dilution for CM_001_SED-1. FTICR methods information can be found in CM_SSS_Sediment_FTICR_Methods.csv, CM_SSS_Water_FTICR_Methods.csv. and v*_CM_SSS_Methods_Codes.csv. See the critical details section in the readme for more information about these data. ",N/A, 2022-04-18, 2023-10-10,N/A,/CM_SSS_FTICR_Raw_Data
SSS_*_EnvContext_*,Field photos to show the environmental context of each SSS site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate photos taken at the same site and date; and the file extension (.jpg; .png; .jpeg). Samplers took photos looking upstream; downstream; and across stream at most sites.,N/A, 2022-04-18, 2023-10-10,N/A,/v2_SSS_FieldPhotos
SSS_*_EnvContext_*,Field videos to show the environmental context of each SSS site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate videos taken at the same site and date; and the file extension (.mp4; .mov). Each video should start by looking directly upstream with riparian vegetation in view and rotate towards the river downstream until looking directly down the shoreline with riparian vegetation in view. ,N/A, 2022-04-18, 2023-10-10,N/A,/v2_SSS_FieldVideos
CM_*,Field photos to show the environmental context of each CM site. The asterisk refers to the Parent_ID followed by an indicator of what the photo is of (i.e. across [across stream]; collection; data; down [downstream]; exposed [exposed shoreline sediment]; up [upstream]); and the file extension (.jpg; .png; .jpeg). ,N/A, 2022-04-18, 2023-10-10,N/A,/v3_CM_FieldPhotos
