Column_or_Row_Name,Unit,Definition,Data_Type,Term_Type
Mean_00950_F_mg_per_L,milligrams per liter,"Mean fluoride. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_01130_Li_mg_per_L,milligrams per liter,"Mean lithium. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_62948_Gravimetric_Moisture_g_per_g,grams per gram,"Mean gravimetric moisture in sediment from less than 2 millimeter fraction. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_MOI) the values of each of the three biological replicates (e.g. CM_005_MOI-1; CM_005_MOI-2; CM_005_MOI-3) are averaged. Any replicate values that were identified as an outlier are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 15 percent or higher and could be confirmed using gravimetric moisture calculations from respiration incubations the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_71851_NO3_mg_per_L_as_NO3,milligrams per liter,"Mean nitrate reported as nitrate (rather than as nitrogen). 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_71856_NO2_mg_per_L_as_NO2,milligrams per liter,"Mean nitrite reported as nitrite (rather than as nitrogen). 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_71870_Br_mg_per_L,milligrams per liter,"Mean bromide. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_ATP_nanomoles_per_L,nanomoles per liter,"Mean adenosine triphosphate (ATP) concentration in nanomoles per liter extracted from less than 2 millimeter sediment samples. For each sampling event (e.g. CM_005_ATP) the values of each of the three biological replicates (e.g. CM_005_ATP-1; CM_005_ATP-2; CM_005_ATP-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher in the picomoles per gram calculation the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_ATP_picomoles_per_g,picomoles per gram,"Mean adenosine triphosphate (ATP) extracted from less than 2 millimeter sediment samples normalized to picomoles per gram using mass of dry sediment; mass of water in sediment; mass of ethylenediaminetetraacetic acid (EDTA); and mass of reagent used in extraction. For each sampling event (e.g. CM_005_ATP) the values of each of the three biological replicates (e.g. CM_005_ATP-1; CM_005_ATP-2; CM_005_ATP-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher in the picomoles per gram calculation the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_Dissolved_Oxygen,milligrams per liter,Mean dissolved oxygen (DO) in milligrams per liter measured during in situ sensor deployment. This calculation excludes the first 20 minutes and last 5 minutes inside the water to account for the equilibration time of the instrument for the CM Data. SSS data are trimmed to the average time of equilibrated CM data. The dissolved oxygen data also includes an offset for instrument calibration.,numeric,column_header
Mean_Extractable_NPOC_mg_per_kg,milligrams per liter,"Mean dissolved organic carbon (DOC) measured as non-purgeable organic carbon (NPOC) and reported as carbon in milligrams per liter.  NPOC extracted from less than 2 millimeter sediment samples using native, filtered water from sampling site. For each sampling event (e.g. CM_005_SED) the values of each of the three biological replicates (e.g. CM_005_SED-1; CM_005_SED-2; CM_005_SED-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher in the picomoles per gram calculation the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_Extractable_NPOC_mg_per_L,milligrams per kilogram,"Mean dissolved organic carbon (DOC) measured as non-purgeable organic carbon (NPOC) and reported as carbon in milligrams per kilogram. NPOC extracted from less than 2 millimeter sediment samples using native, filtered water from sampling site. Samples were normalized to milligrams NPOC per kilogram sediment in the incubation vial using the dry mass of sediment and mass of water in the incubation vial. For each sampling event (e.g. CM_005_SED) the values of each of the three biological replicates (e.g. CM_005_SED-1; CM_005_SED-2; CM_005_SED-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher in the picomoles per gram calculation the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_Extractable_TN_mg_per_kg,milligrams per liter,"Mean total dissolved nitrogen [nitrate + nitrite + ammonia + organic-N] reported as nitrogen in milligrams per liter.  TN extracted from less than 2 millimeter sediment samples using native, filtered water from sampling site. For each sampling event (e.g. CM_005_SED) the values of each of the three biological replicates (e.g. CM_005_SED-1; CM_005_SED-2; CM_005_SED-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher in the picomoles per gram calculation the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_Extractable_TN_mg_per_L,milligrams per kilogram,"Mean total dissolved nitrogen [nitrate + nitrite + ammonia + organic-N] reported as nitrogen in milligrams per kilogram.  TN extracted from less than 2 millimeter sediment samples using native, filtered water from sampling site. Samples were normalized to milligrams TN per kilogram sediment in the incubation vial using the dry mass of sediment and mass of water in the incubation vial. For each sampling event (e.g. CM_005_SED) the values of each of the three biological replicates (e.g. CM_005_SED-1; CM_005_SED-2; CM_005_SED-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher in the picomoles per gram calculation the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_Fe_mg_per_kg,milligrams per kilogram,"Mean iron (II) data in milligrams per kilogram extracted from less than 2 millimeter sediment samples. For each sampling event (e.g. CM_005_Sediment)the iron (Fe) values of each of the three biological replicates of 10 milliliter incubations ONLY are averaged (e.g. CM_005_SFE-1; CM_005_SFE-2; CM_005_SFE-3). The ""Mean_Missing_Reps"" column indicates if a mean does not include all replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_Fe_mg_per_L,milligrams per liter,"Mean iron (II) data in milligrams per liter extracted from less than 2 millimeter sediment samples. For each sampling event (e.g. CM_005_Sediment) the iron (Fe) values of each of the three biological replicates of 10 milliliter incubations ONLY are averaged (e.g. CM_005_SFE-1; CM_005_SFE-2; CM_005_SFE-3). The ""Mean_Missing_Reps"" column indicates if a mean does not include all replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_Missing_Reps,N/A,Indication of whether all replicates (reps) are included in the calculation of the mean (with a FALSE flag) or all replicates are not included (with a TRUE flag).,numeric,column_header
Mean_NH4_mg_per_L_as_NH4,milligrams per liter,"Mean ammonium reported as ammonium (rather than as nitrogen). For each sampling event (e.g. CM_005_ION) the values of each of the three biological replicates (e.g. CM_005_ION-1; CM_005_ION-2; CM_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"". This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future.",numeric,column_header
Mean_Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,milligrams per hour per liter sediment,"Mean respiration rate normalized to volume of sediment. Variation between replicates is due to heterogeneity in samples. Therefore no outliers were removed from the mean. The calculation used to produce some of these data (theoretical respiration rates) includes assumptions that the project team has decided are appropriate; but the user should decide if using this data is appropriate for their analysis. See methods deviation codes for more detail. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_Respiration_Rate_mg_DO_per_L_per_H,milligrams per liter per hour,"Mean respiration rate. The slope of the linear regression with time on the x-axis and dissolved oxygen on the y-axis. Variation between replicates is due to heterogeneity in samples. Therefore no outliers were removed from the mean. The calculation used to produce some of these data (theoretical respiration rates) includes assumptions that the project team has decided are appropriate; but the user should decide if using this data is appropriate for their analysis. See methods deviation codes for more detail. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_Specific_Surface_Area_m2_per_g,square meters per gram,"Mean specific surface area from less than 2 millimeter sediment samples. For each sampling event (e.g. CM_005_Sediment); the specific surface area values of each of the three to five biological replicates are averaged (e.g. CM_011_SSA-1; CM_011_SSA-2; CM_011_SSA-3; CM_011_SSA-4; CM_011_SSA-5). Outliers are removed in the data file with all reps (""CM_SSS_Sediment_Specific_Surface_Area.csv""); see the methods codes for information on outlier methods. The ""Mean_Missing_Reps"" column indicates if a mean does not include all replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean. This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future. Methods information is embedded in first few rows of respective data file with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Mean_Temperature,degrees Celsius,Mean water temperature from dissolved oxygen (DO) sensor (miniDOT) in degrees Celsius measured during in situ sensor deployment. This calculation excludes the first 20 minutes and last 5 minutes inside the water to account for the equilibration time of the instrument for the CM Data. SSS data are trimmed to the average time of equilibrated CM data.,numeric,column_header
Median_Time_Local,hh:mm,Median time (mid point) of sensor deployment time in the local time zone. The calculation of the midpoint excludes the first 20 minutes and last 5 minutes inside the water to account for the equilibration time of the instrument.,time,column_header
Median_Time_Unix,Unix,Median time (mid point) of sensor deployment time in Unix time. The calculation of the midpoint excludes the first 20 minutes and last 5 minutes inside the water to account for the equilibration time of the instrument.,time,column_header
Method_Description,N/A,Description of method code.,text,column_header
Method_ID,N/A,Alphanumeric ID associated with method code.,text,column_header
Method_Instrument,N/A,Instrument used in method code.,text,column_header
Method_Lab,N/A,Laboratory in which methods were completed.,text,column_header
Method_Name,N/A,Name of method code category.,text,column_header
Method_Type,N/A,Type of method.,text,column_header
Methods_Deviation,N/A,Deviations from the methods codes listed in the header rows. If a row has a methods deviation; it indicates that the sample from that row uses the methods indicated in the deviations column when they conflict with the methods written in the header rows above (MethodID_*).,text,column_header
Microcline_percent,percent,"Percent microcline in less than 2 millimeter sediment samples. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
miniDOT_Date,YYYY-MM-DD,Date of miniDOT deployment.,date,column_header
miniDOT_End_Time,hh:mm,The time the miniDOT was removed from the water.,time,column_header
miniDOT_Latitude,decimal degrees WGS1984,Geographic location (latitude) of miniDOT sensor deployment.,numeric,column_header
miniDOT_Longitude,decimal degrees WGS1984,Geographic location (longitude) of miniDOT sensor deployment.,numeric,column_header
miniDOT_Notes,N/A,Free form notes about the miniDOT.,text,column_header
miniDOT_SN,N/A,miniDOT serial number.,numeric,column_header
miniDOT_Start_Time,hh:mm,The time the miniDOT was deployed in the water.,numeric,column_header
Missing_Value_Codes,N/A,"Cells with missing data are represented with a missing value code rather than an empty cell. This column describes which missing value codes were used. The recommendation for numeric data is ""-9999"" and for character data is ""N/A"". Some files also use a missing value format specific to when a data value is below the limit of detection or above/below the standard curve. For these cases: a text string is included in the format ""[data type]_*|*_Raw_Not_Corrected|*_Final_Corrected"" in which the asterisks are the denoted individual data values. See the associated methods deviation (DTL_003) for more details.",text,column_header
Molecular_Formula,N/A,"Molecular Formula. This column is a direct output of CoreMS. ""MolForm"" is the same column but with spaces removed.",text,column_header
MolForm,N/A,"Molecular Formula. Same as ""Molecular_Formula"" column with spaces removed. ",text,column_header
Mono_Isotopic_Index,N/A,Reference to the peak index of the mono-isotopic version of an isotopologue.,numeric,column_header
Muscovite_percent,percent,"Percent muscovite in less than 2 millimeter sediment samples. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
N,N/A,Nitrogen atoms in the analyzed molecule. Identified by an algorithm in Kujawinski and Behn 2006 and modified as described in Tfaily et al.; 2017.,numeric,column_header
NH4_mg_per_L_as_NH4,milligrams per liter,"Ammonium reported as ammonium (rather than as nitrogen). Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"". This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future.",numeric,column_header
Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment,milligrams dissolved oxygen per hour per liter sediment,Respiration rate normalized to volume of sediment. The calculation used to produce some of these data (theoretical respiration rates) includes assumptions that the project team has decided are appropriate; but the user should decide if using this data is appropriate for their analysis. See methods deviation codes for more detail.,numeric,column_header
NOSC,N/A,Nominal Oxidation State of Carbon calculated as per LaRowe and Van Cappellen; 2011.,numeric,column_header
Notes,N/A,Free text field to record notes related to the site visit including weather; site disturbance; or other information relevant to the quality of data collected.,text,column_header
NtoC_ratio,N/A,Nitrogen to Carbon ratio.,numeric,column_header
NtoP_ratio,N/A,Nitrogen to Phosphorous ratio.,numeric,column_header
Number_Points_In_Respiration_Regression,N/A,"Number of data points included in the respiration regression. See the file ending in ""Methods_Codes.csv"" for more details.",numeric,column_header
Number_Points_Removed_Respiration_Regression,N/A,"Number of data points removed from the respiration regression. See the file ending in ""Methods_Codes.csv"" for more details.",numeric,column_header
O,N/A,Oxygen atoms in the analyzed molecule. Identified by an algorithm in Kujawinski and Behn 2006 and modified as described in Tfaily et al.; 2017.,numeric,column_header
Organization,N/A,Organization/Institution associated with site.,text,column_header
Other_Names,N/A,Other names used for the site.,text,column_header
OtoC_ratio,N/A,Oxygen to carbon ratio.,numeric,column_header
P,N/A,Phosphorous atoms in the analyzed molecule. Identified by an algorithm in Kujawinski and Behn 2006 and modified as described in Tfaily et al.; 2017.,numeric,column_header
Parent_ID,N/A,The ID associated with the entire kit of supplies and data used by the collaborator to collect data.,text,column_header
Parent_IGSN,N/A,The International Geo Sample Number (IGSN) for each site ID.,text,column_header
Peak_Area,N/A,Area underneath an assigned peak. We do not calculate this so it is -9999 (missing value used for numeric columns).,numeric,column_header
Peak_Height,N/A,"Equivalent to peak intensity (e.g., how big is a peak).",numeric,column_header
Percent_Clay,percent,Percent clay (calculated using 1.5 hour and 24 hour hydrometer readings).,numeric,column_header
Percent_Coarse_Sand,percent,Percent coarse sand (less than 2000 micrometers and greater than 500 micrometers).,numeric,column_header
Percent_Fine_Sand,percent,Percent fine sand (less than 250 micrometers and greater than 53 micrometers).,numeric,column_header
Percent_Med_Sand,percent,Percent medium sand (less than 500 micrometers and greater than 250 micrometers).,numeric,column_header
Percent_Silt,percent,Percent silt (calculated as 100 - (percent sand + percent clay)).,numeric,column_header
Percent_Tot_Sand,percent,Percent total sand (calculated from sum of fine; medium; and coarse sand).,numeric,column_header
pH,pH,pH.,numeric,column_header
Physiographic_Feature_Name,N/A,Name of the physiographic feature (stream).,text,column_header
Primary_Physiographic_Feature,N/A,Type of physical feature that sample was collected from using suggested vocabulary from System for Earth Sample Registration (SESAR; https://www.geosamples.org/about/services#igsnregistration) system. Controlled vocabulary from SESAR.,text,column_header
PtoC_ratio,N/A,Phosphorus to Carbon ratio.,numeric,column_header
Pyroxene_percent,percent,"Percent pyroxene in less than 2 millimeter sediment samples. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Quartz_percent,percent,"Percent quartz in less than 2 millimeter sediment samples. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Related_URL,N/A,Related URL associated with the samples.,text,column_header
Related_URL_Type,N/A,Type of URL associated with the samples.,text,column_header
Resolving_Power,N/A,Value which describes the instruments capability to distinguish a peak from a different peak given similar mass-to-charge ratios.,numeric,column_header
Respiration_p_value,N/A,P value of respiration regression.,numeric,column_header
Respiration_R_Squared,milligrams per liter per hour,R-squared of respiration regression.,numeric,column_header
Respiration_R_Squared_Adj,milligrams per liter per hour,Adjusted R-squared of respiration regression.,numeric,column_header
Respiration_Rate_mg_DO_per_L_per_H,milligrams per liter per hour,Respiration rate. The slope of the linear regression with time on the x-axis and dissolved oxygen on the y-axis. The calculation used to produce some of these data (theoretical respiration rates) includes assumptions that the project team has decided are appropriate; but the user should decide if using this data is appropriate for their analysis. See methods deviation codes for more detail.,numeric,column_header
River_Gradient,N/A,General gradient of river. One of the following classes may be selected: relatively flat/gentle gradient (e.g.; valleys) or relatively steep gradient (e.g.; mountainous or hilly terrain).,text,column_header
S,N/A,Sulphur atoms in the analyzed molecule. Identified by an algorithm in Kujawinski and Behn 2006 and modified as described in Tfaily et al.; 2017.,numeric,column_header
S_N,N/A,Signal-to-noise ratio.,numeric,column_header
Sample_Date,YYYY-MM-DD,Date of sample collection.,numeric,column_header
Sample_Latitude,decimal degrees WGS1984,Geographic location (latitude) of sampling.,numeric,column_header
Sample_Longitude,decimal degrees WGS1984,Geographic location (longitude) of sampling.,numeric,column_header
Sample_Name,N/A,"Name of sample. If the sample name includes the material (i.e. ##_###_Water) the row is referring to all of samples of that analysis of a given material. Individual samples follow the format of [Parent_ID]_[analysis-specific indicator code]-[replicate number] (i.e. ##_###_OCN-1). Not all sample types have replicates. See file ending in ""readme.pdf"" for more details.",text,column_header
Sediment,N/A,Estimated dominant sediment type/size class of streambed. Size/type classes include gravel/cobble (>2 millimeters); sand; silt/mud (<0.0625 millimeters); or bedrock (primarily).,text,column_header
Sediment_Collection_Depth_cm,centimeters,Depth of sediment collection.,numeric,column_header
Site_ID,N/A,Site ID.,text,column_header
Site_Name,N/A,Name of site.,text,column_header
Smectite_percent,percent,"Percent smectite in less than 2 millimeter sediment samples. Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Specific_Surface_Area_m2_per_g,square meters per gram,Specific surface area from less than 2 millimeter sediment samples. If the three replicates from a sampling event (e.g. CM_011_SSA-1; CM_011_SSA-2; CM_011_SSA-3) were flagged as having a coefficient of variation above 30 percent; samples were rehomogenized and subsampled for two additional replicates (e.g. CM_011_SSA-4; CM_011_SSA-5). This analysis was run on a subset of sampling events (i.e. Parent ID). Data from additional sampling events (i.e. Parent_IDs) may be added in the future.,numeric,column_header
Standard,N/A,Environmental System Science Data Infrastructure for a Virtual Ecosystem (ESS-DIVE) Reporting Format or other standard applied to the data file.,text,column_header
StartMeasureTime,hh:mm,Start time of laboratory incubation.,time,column_header
State,N/A,State.,text,column_header
State_or_Province,N/A,State or province where sample was collected.,text,column_header
StopMeasureTime,hh:mm,Stop time of laboratory incubation.,time,column_header
Stream_Name,N/A,Stream name.,text,column_header
Temperature,degrees Celsius,Water temperature from dissolved oxygen (DO) sensor (miniDOT) in degrees Celsius measured during in situ sensor deployment. The data excludes the first 20 minutes and last 5 minutes inside the water to account for the equilibration time of the instrument for the CM Data. SSS data are trimmed to the average time of equilibrated CM data.,numeric,column_header
Temperature_degreesC,degrees Celsius,Fibox temperature at each measurement during incubation.,numeric,column_header
Temperature_sd,degrees Celsius,Standard deviation of water temperature calculated from the dissolved oxygen (DO) sensor measured during in situ sensor deployment. This calculation excludes the first 20 minutes and last 5 minutes inside the water to account for the equilibration time of the instrument. The dissolved oxygen data also includes an offset for instrument calibration.,numeric,column_header
Term_Type,N/A,Indicates whether the header is a column header or row header.,text,column_header
Time_Zone,N/A,Local time zone.,text,column_header
Total_Incubation_Time_Min,hh:mm,Total time of laboratory sediment incubation.,numeric,column_header
Unit,N/A,Unit of measurement that applies to a given column or row in the data package.,text,column_or_row_header
Water_Depth_cm,centimeters,Vertical distance between water surface and bed of sampling location.,numeric,column_header
Water_Mass_g,grams,Water mass.,numeric,column_header
Water_Mass_MOI_g,grams,"Water mass in moisture tins (i.e. the container samples with ""MOI"" are in). Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Weather,N/A,Weather conditions (sunny; partly cloudy; overcast; raining; other) during sample collection.,text,column_header
Wet_Sediment_Mass_g,grams,Mass of wet sediment from less than 2 millimeter fraction.,numeric,column_header
Wet_Sediment_Mass_MOI_g,grams,"Mass of wet sediment from less than 2 millimeter fraction in moisture tins (i.e. the container samples with ""MOI"" are in). Methods information is embedded in first few rows with methods codes that are defined in the file that ends in ""Methods_Codes.csv"".",numeric,column_header
Wet_Sediment_Volume_mL,milliliters,Volume of wet sediment from less than 2 millimeter fraction.,numeric,column_header
